                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.64635,                0.35474,                 1.0894,                0.88926,                0.88217,                0.91507,                0.68332,                  1.003,                0.55964,                 1.3489,               0.001189,               0.001189,               0.001189
                     92,                0.62471,                0.33589,                 1.0687,                0.88497,                0.88217,                0.91669,                0.68461,                 1.0026,                0.55843,                 1.3486,                0.00109,                0.00109,                0.00109
                     93,                0.61216,                0.32878,                 1.0661,                0.88448,                0.88233,                0.91648,                 0.6844,                 1.0025,                0.56014,                  1.348,               0.000991,               0.000991,               0.000991
                     94,                 0.6098,                0.32768,                 1.0647,                0.88273,                0.88202,                0.91655,                0.68635,                 1.0015,                0.55944,                 1.3473,               0.000892,               0.000892,               0.000892
                     95,                0.59469,                0.31977,                 1.0543,                0.88172,                0.88265,                0.91734,                  0.685,                 1.0007,                0.56058,                 1.3469,               0.000793,               0.000793,               0.000793
                     96,                0.58707,                0.31576,                 1.0472,                0.88281,                  0.884,                0.91801,                0.68578,                 1.0002,                0.56008,                 1.3462,               0.000694,               0.000694,               0.000694
                     97,                0.58483,                0.31593,                 1.0468,                0.87661,                0.89434,                0.91792,                0.68766,                0.99939,                0.55959,                 1.3464,               0.000595,               0.000595,               0.000595
                     98,                0.57294,                0.30573,                 1.0358,                0.87612,                0.89419,                0.91807,                0.68812,                0.99778,                0.55701,                 1.3456,               0.000496,               0.000496,               0.000496
                     99,                0.56629,                0.29985,                 1.0295,                0.90642,                 0.8647,                0.91854,                0.68905,                0.99658,                0.55807,                 1.3451,               0.000397,               0.000397,               0.000397
                    100,                0.56197,                0.29991,                 1.0274,                0.91175,                0.86467,                0.91893,                0.69034,                0.99525,                0.55707,                 1.3443,               0.000298,               0.000298,               0.000298
